Record_ID,ROI,DSC,HD95,APL,SDSC,DSC_expert_IOV,DSC_binary,SDSC_expert_IOV,SDSC_binary,Category,Location,Why_are_you_interested_in_participating_in_this_challenge__Select_all_that_apply_choiceOpportunity_to_win_gift_cards,Why_are_you_interested_in_participating_in_this_challenge__Select_all_that_apply_choiceComparison_to_peersleaderboard,Why_are_you_interested_in_participating_in_this_challenge__Select_all_that_apply_choiceAccess_to_educational_content,Why_are_you_interested_in_participating_in_this_challenge__Select_all_that_apply_choiceAccess_to_contour_datasets_for_guidelineresearch_purposes,How_did_you_first_hear_about_this_challenge__Select_all_that_apply,Please_specify_Other,What_is_your_profession,What_year_of_residency_are_you_in,What_year_did_you_start_practicing_graduate_residency,Gender,Race_white,HISPANIC_Which_categories_describe_you___Select_all_that_apply___choiceHispanic_Latino_or_Spanish_origin,BLACK_Which_categories_describe_you___Select_all_that_apply___choiceBlack_or_African_American,ASIAN_Which_categories_describe_you___Select_all_that_apply___choiceAsian,OTHER_Which_categories_describe_you___Select_all_that_apply___choiceOther,Academic_affiliation,Practice_type,Colleague_num,Colleague_presence,Treat_site_Breast,Treat_site_CNS,Treat_site_Gastrointestinal,Treat_site_Genitourinary,Treat_site_Gynecologic,Treat_site_Head__Neck,Treat_site_Lung_Thoracic,Treat_site_Lymphoma_Leukemia,Treat_site_Metastatic,Treat_site_Pediatric,Treat_site_Sarcoma,Treat_site_Skin_Cutaneous,Total_years_of_practice
128,CTV,0.6451530666440058,27.150892424976682,12275,0.5182437334539333,0.7135977350215679,0,0.7103509013048968,0,Non-expert,US,Unchecked,Unchecked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2018.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Private practice (solo or group),4.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,4.0
128,Genitals,0.8875334030440339,6.34765625,3547,0.9068575291595942,0.689956896021211,1,0.7239648830951697,1,Non-expert,US,Unchecked,Unchecked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2018.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Private practice (solo or group),4.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,4.0
129,GTV,0.8872106386471844,2.5390625,928,0.6305857191108379,0.9365504786981065,0,0.793608716225344,0,Non-expert,US,Unchecked,Unchecked,Checked,Unchecked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2004.0,Male,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,10.0,Yes,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,18.0
129,CTV,0.7055460578319455,21.37957393496477,11467,0.705845730077475,0.7135977350215679,0,0.7103509013048968,0,Non-expert,US,Unchecked,Unchecked,Checked,Unchecked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2004.0,Male,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,10.0,Yes,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,18.0
140,GTV,0.9130434782608695,1.26953125,960,0.6515548516933214,0.9365504786981065,0,0.793608716225344,0,Non-expert,Non-US,Unchecked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2019.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Academic/university,11.0,Yes,Unchecked,Checked,Checked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Checked,Checked,3.0
140,CTV,0.49666080843585236,39.51319703425887,12660,0.37756074875235074,0.7135977350215679,0,0.7103509013048968,0,Non-expert,Non-US,Unchecked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2019.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Academic/university,11.0,Yes,Unchecked,Checked,Checked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Checked,Checked,3.0
140,Genitals,0.5987413844770753,21.075874949401566,6663,0.5939956010660794,0.689956896021211,0,0.7239648830951697,0,Non-expert,Non-US,Unchecked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2019.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Academic/university,11.0,Yes,Unchecked,Checked,Checked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Checked,Checked,3.0
146,GTV,0.9525547445255474,1.26953125,543,0.847243515206764,0.9365504786981065,1,0.793608716225344,1,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Resident Physician,2.0,2020.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,No,Academic/university,9.0,Yes,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,2.0
146,CTV,0.5877866801855913,39.51319703425887,11879,0.5249171374827462,0.7135977350215679,0,0.7103509013048968,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Resident Physician,2.0,2020.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,No,Academic/university,9.0,Yes,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,2.0
146,Genitals,0.7465299804613159,20.35213418402912,5060,0.7479173940487017,0.689956896021211,1,0.7239648830951697,1,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Resident Physician,2.0,2020.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,No,Academic/university,9.0,Yes,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,2.0
170,GTV,0.9443649524450803,1.26953125,656,0.796316355785123,0.9365504786981065,1,0.793608716225344,1,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,Twitter,,Resident Physician,4.0,2018.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Academic/university,30.0,Yes,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Checked,4.0
182,GTV,0.7667991854940367,3.590776623212937,1737,0.3261075450413865,0.9365504786981065,0,0.793608716225344,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2012.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,2.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,Checked,Checked,10.0
182,CTV,0.7305674908509178,41.59954623928551,11218,0.6817764381156933,0.7135977350215679,1,0.7103509013048968,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2012.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,2.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,Checked,Checked,10.0
182,Genitals,0.6106188314962899,36.022377900337545,6440,0.6708629108080766,0.689956896021211,0,0.7239648830951697,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2012.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,2.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,Checked,Checked,10.0
186,GTV,0.7684014505537587,5.89808049416291,1880,0.2612588790777945,0.9365504786981065,0,0.793608716225344,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2020.0,Male,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Yes,Private practice (solo or group),5.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,2.0
186,CTV,0.6127326610238151,36.35639357135997,11902,0.5223125395142066,0.7135977350215679,0,0.7103509013048968,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2020.0,Male,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Yes,Private practice (solo or group),5.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,2.0
186,Genitals,0.7896420595159052,24.300316589553706,5388,0.8270270046294776,0.689956896021211,1,0.7239648830951697,1,Non-expert,Non-US,Checked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2020.0,Male,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Yes,Private practice (solo or group),5.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,2.0
2,GTV,0.9318600368324125,1.26953125,754,0.7517446570663887,0.9365504786981065,0,0.793608716225344,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2021.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,No,Non-academic hospital,9.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,Checked,Unchecked,1.0
2,CTV,0.6333186101295641,30.53175102142965,10645,0.4646063276618863,0.7135977350215679,0,0.7103509013048968,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2021.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,No,Non-academic hospital,9.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,Checked,Unchecked,1.0
2,Genitals,0.7237951719940882,24.539171939424858,5607,0.7607466536063505,0.689956896021211,1,0.7239648830951697,1,Non-expert,Non-US,Checked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2021.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,No,Non-academic hospital,9.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,Checked,Unchecked,1.0
21,GTV,0.8910977417385997,1.7953883116064684,1136,0.5885458364975257,0.9365504786981065,0,0.793608716225344,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Therapist,,2017.0,Male,Unchecked,Unchecked,Checked,Unchecked,Unchecked,No,Academic/university,2.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,5.0
21,CTV,0.5159216995173875,24.539171939424858,12662,0.37243134097044045,0.7135977350215679,0,0.7103509013048968,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Therapist,,2017.0,Male,Unchecked,Unchecked,Checked,Unchecked,Unchecked,No,Academic/university,2.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,5.0
21,Genitals,0.16753926701570682,48.348718566639725,7654,0.1681649873621018,0.689956896021211,0,0.7239648830951697,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Therapist,,2017.0,Male,Unchecked,Unchecked,Checked,Unchecked,Unchecked,No,Academic/university,2.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,5.0
217,GTV,0.9397833207357017,1.26953125,678,0.7944247507874878,0.9365504786981065,1,0.793608716225344,1,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Resident Physician,2.0,2019.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Non-academic hospital,16.0,Yes,Checked,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Checked,3.0
235,GTV,0.939489914985831,1.26953125,685,0.7889166404467631,0.9365504786981065,1,0.793608716225344,0,Non-expert,Non-US,Unchecked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2020.0,Male,Unchecked,Unchecked,Unchecked,Checked,Unchecked,No,Private practice (solo or group),1.0,No,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,2.0
235,CTV,0.6501255509315352,27.150892424976682,10866,0.5303335750449034,0.7135977350215679,0,0.7103509013048968,0,Non-expert,Non-US,Unchecked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2020.0,Male,Unchecked,Unchecked,Unchecked,Checked,Unchecked,No,Private practice (solo or group),1.0,No,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,2.0
235,Genitals,0.6627711133262297,8.976941558032342,5616,0.7907084387391874,0.689956896021211,0,0.7239648830951697,1,Non-expert,Non-US,Unchecked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2020.0,Male,Unchecked,Unchecked,Unchecked,Checked,Unchecked,No,Private practice (solo or group),1.0,No,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,2.0
241,GTV,0.7243485342019544,6.1328386245462685,2029,0.18792020983225557,0.9365504786981065,0,0.793608716225344,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2013.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,1.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,9.0
241,CTV,0.6595482629805686,33.62892281151584,11677,0.6063144230983664,0.7135977350215679,0,0.7103509013048968,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2013.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,1.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,9.0
241,Genitals,0.5650292890233164,21.3425721587755,6514,0.5833010990470988,0.689956896021211,0,0.7239648830951697,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2013.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,1.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,9.0
245,GTV,0.9046084153671923,1.7953883116064684,1048,0.622865734968594,0.9365504786981065,0,0.793608716225344,0,Non-expert,US,Unchecked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,1986.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Non-academic hospital,0.0,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,36.0
245,CTV,0.7127748895353275,27.0,11496,0.702316635841235,0.7135977350215679,0,0.7103509013048968,0,Non-expert,US,Unchecked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,1986.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Non-academic hospital,0.0,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,36.0
245,Genitals,0.77263264502335,12.061027476507236,5111,0.847978156741269,0.689956896021211,1,0.7239648830951697,1,Non-expert,US,Unchecked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,1986.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Non-academic hospital,0.0,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,36.0
247,GTV,0.9281862535307712,1.26953125,836,0.7292629587456068,0.9365504786981065,0,0.793608716225344,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2015.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Non-academic hospital,18.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,7.0
247,CTV,0.6062009218163196,28.678897407225065,11328,0.3928450721847895,0.7135977350215679,0,0.7103509013048968,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2015.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Non-academic hospital,18.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,7.0
247,Genitals,0.5345579078455791,13.589567536356531,6349,0.6539913036520795,0.689956896021211,0,0.7239648830951697,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2015.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Non-academic hospital,18.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,7.0
250,GTV,0.9427327528466175,1.26953125,662,0.79699395417644,0.9365504786981065,1,0.793608716225344,1,Non-expert,US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2019.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Private practice (solo or group),1.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,3.0
250,CTV,0.6988426884327991,25.6867455884505,10470,0.6147342468476849,0.7135977350215679,0,0.7103509013048968,0,Non-expert,US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2019.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Private practice (solo or group),1.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,3.0
250,Genitals,0.8456174724831441,6.992401358461376,4674,0.8980505043600939,0.689956896021211,1,0.7239648830951697,1,Non-expert,US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2019.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Private practice (solo or group),1.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,3.0
27,GTV,0.7184585425848109,6.0,2015,0.1986290774348964,0.9365504786981065,0,0.793608716225344,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2011.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Academic/university,4.0,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,11.0
27,Genitals,0.7951515151515152,7.6171875,4965,0.8921377844094573,0.689956896021211,1,0.7239648830951697,1,Non-expert,Non-US,Checked,Checked,Checked,Checked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2011.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Academic/university,4.0,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,11.0
297,GTV,0.8502038966923425,2.83875817456028,1425,0.46825647783299373,0.9365504786981065,0,0.793608716225344,0,Non-expert,Non-US,Checked,Checked,Checked,Unchecked,Twitter,,Other,,,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,3.0,Yes,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,
297,Genitals,0.6547375004343143,12.066327214252324,5459,0.6696024688122385,0.689956896021211,0,0.7239648830951697,0,Non-expert,Non-US,Checked,Checked,Checked,Unchecked,Twitter,,Other,,,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,3.0,Yes,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,
298,GTV,0.9114075594321874,1.26953125,952,0.6641275296792631,0.9365504786981065,0,0.793608716225344,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,Colleague (word of mouth),,Resident Physician,3.0,2019.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,7.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,3.0
298,CTV,0.6472487236346759,32.575619095769405,10750,0.6345878174563381,0.7135977350215679,0,0.7103509013048968,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,Colleague (word of mouth),,Resident Physician,3.0,2019.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,7.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,3.0
298,Genitals,0.4794960180672768,38.45820747153757,6521,0.4446896994034049,0.689956896021211,0,0.7239648830951697,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Checked,Colleague (word of mouth),,Resident Physician,3.0,2019.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Yes,Academic/university,7.0,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,3.0
