Record_ID,ROI,DSC,HD95,APL,SDSC,DSC_expert_IOV,DSC_binary,SDSC_expert_IOV,SDSC_binary,Category,Location,Why_are_you_interested_in_participating_in_this_challenge__Select_all_that_apply_choiceOpportunity_to_win_gift_cards,Why_are_you_interested_in_participating_in_this_challenge__Select_all_that_apply_choiceComparison_to_peersleaderboard,Why_are_you_interested_in_participating_in_this_challenge__Select_all_that_apply_choiceAccess_to_educational_content,Why_are_you_interested_in_participating_in_this_challenge__Select_all_that_apply_choiceAccess_to_contour_datasets_for_guidelineresearch_purposes,How_did_you_first_hear_about_this_challenge__Select_all_that_apply,Please_specify_Other,What_is_your_profession,What_year_of_residency_are_you_in,What_year_did_you_start_practicing_graduate_residency,Gender,Race_white,HISPANIC_Which_categories_describe_you___Select_all_that_apply___choiceHispanic_Latino_or_Spanish_origin,BLACK_Which_categories_describe_you___Select_all_that_apply___choiceBlack_or_African_American,ASIAN_Which_categories_describe_you___Select_all_that_apply___choiceAsian,OTHER_Which_categories_describe_you___Select_all_that_apply___choiceOther,Academic_affiliation,Practice_type,Colleague_num,Colleague_presence,Treat_site_Breast,Treat_site_CNS,Treat_site_Gastrointestinal,Treat_site_Genitourinary,Treat_site_Gynecologic,Treat_site_Head__Neck,Treat_site_Lung_Thoracic,Treat_site_Lymphoma_Leukemia,Treat_site_Metastatic,Treat_site_Pediatric,Treat_site_Sarcoma,Treat_site_Skin_Cutaneous,Total_years_of_practice
128,Parotid_R,0.9108334116320587,2.9296875,2418,0.6183888238493781,0.8665221918896016,1,0.5063622715724334,1,Non-expert,US,Unchecked,Unchecked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2018.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Private practice (solo or group),4,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,4.0
146,GTVp,0.71571359566009,45.0775163791236,3298,0.5567154042504898,0.7837435050549805,0,0.6770140029502919,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Resident Physician,2.0,2020.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,No,Academic/university,9,Yes,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,2.0
146,GTVn,0.8721427645508361,4.8828125,2290,0.5534089845170813,0.9043813196737924,0,0.6328739995543557,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Resident Physician,2.0,2020.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,No,Academic/university,9,Yes,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,2.0
146,Brainstem,0.8087732342007435,6.0,2791,0.6275012526261609,0.8141588565779211,0,0.7395818052266327,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Resident Physician,2.0,2020.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,No,Academic/university,9,Yes,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,2.0
146,Glnd_Submand_L,0.8780245688050626,2.1836601342771385,778,0.6562775625483579,0.8542252062645656,1,0.6414836973828517,1,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Resident Physician,2.0,2020.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,No,Academic/university,9,Yes,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,2.0
146,Glnd_Submand_R,0.875,2.7621358640099514,973,0.8621600600357039,0.7965593609563786,1,0.7779116993555693,1,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Resident Physician,2.0,2020.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,No,Academic/university,9,Yes,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,2.0
146,Larynx,0.8286402452375738,3.90625,4529,0.7263848585158503,0.5956925237635646,1,0.6418820582480957,1,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Resident Physician,2.0,2020.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,No,Academic/university,9,Yes,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,2.0
146,Musc_Constrict,0.4478452923376578,18.5803687406645,8483,0.5252543055042025,0.5707381067458399,0,0.75113838433223,0,Non-expert,Non-US,Checked,Checked,Checked,Checked,Twitter,,Resident Physician,2.0,2020.0,Female,Unchecked,Unchecked,Unchecked,Checked,Unchecked,No,Academic/university,9,Yes,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,2.0
148,GTVp,0.6752858733737133,53.12487591897274,2884,0.5040238060492264,0.7837435050549805,0,0.6770140029502919,0,Non-expert,Non-US,Unchecked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,,Male,Unchecked,Unchecked,Unchecked,Checked,Checked,Yes,Academic/university,7,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,
148,GTVn,0.8829064486830155,2.9296875,2159,0.4905255400296764,0.9043813196737924,0,0.6328739995543557,0,Non-expert,Non-US,Unchecked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,,Male,Unchecked,Unchecked,Unchecked,Checked,Checked,Yes,Academic/university,7,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,
148,CTV1,0.7792224255821508,46.05780179249799,8599,0.5403041424052186,0.8494243888653437,0,0.6492816352837187,0,Non-expert,Non-US,Unchecked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,,Male,Unchecked,Unchecked,Unchecked,Checked,Checked,Yes,Academic/university,7,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,
148,CTV2,0.6977174001025281,18.80355145612874,38625,0.9341368760767086,0.7026643183859858,0,0.821453993917562,1,Non-expert,Non-US,Unchecked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,,Male,Unchecked,Unchecked,Unchecked,Checked,Checked,Yes,Academic/university,7,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,
161,GTVp,0.6645602948920485,15.407874217121096,4259,0.4259562014182059,0.7837435050549805,0,0.6770140029502919,0,Non-expert,US,Unchecked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2017.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Private practice (solo or group),5,Yes,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,5.0
161,GTVn,0.8995835261453031,3.90625,1947,0.6306233577342062,0.9043813196737924,0,0.6328739995543557,0,Non-expert,US,Unchecked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2017.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Private practice (solo or group),5,Yes,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,5.0
161,CTV1,0.692622235519984,9.212872199274027,12523,0.2591886886316842,0.8494243888653437,0,0.6492816352837187,0,Non-expert,US,Unchecked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2017.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Private practice (solo or group),5,Yes,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,5.0
161,CTV2,0.5186890193220035,36.44756407166071,42729,0.8189368136511175,0.7026643183859858,0,0.821453993917562,0,Non-expert,US,Unchecked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2017.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Private practice (solo or group),5,Yes,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,5.0
161,Brainstem,0.8894134737606683,2.9296875,2218,0.8859036318092761,0.8141588565779211,1,0.7395818052266327,1,Non-expert,US,Unchecked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2017.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Private practice (solo or group),5,Yes,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,5.0
161,Glnd_Submand_L,0.8894645941278065,3.0,789,0.7099833874236224,0.8542252062645656,1,0.6414836973828517,1,Non-expert,US,Unchecked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2017.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Private practice (solo or group),5,Yes,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,5.0
161,Glnd_Submand_R,0.7599641737572772,3.90625,1752,0.6167969957952186,0.7965593609563786,0,0.7779116993555693,0,Non-expert,US,Unchecked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2017.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Private practice (solo or group),5,Yes,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,5.0
161,Larynx,0.6045272969374168,10.04240277601058,6170,0.37306511672845577,0.5956925237635646,1,0.6418820582480957,0,Non-expert,US,Unchecked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2017.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Private practice (solo or group),5,Yes,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,5.0
161,Musc_Constrict,0.6005661328473381,15.189696102153633,8064,0.7010146682989687,0.5707381067458399,1,0.75113838433223,0,Non-expert,US,Unchecked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2017.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Private practice (solo or group),5,Yes,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,5.0
161,Parotid_L,0.8392162461187052,15.031755530090498,3657,0.3893434004835791,0.8547487240607499,0,0.505591035870258,0,Non-expert,US,Unchecked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2017.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Private practice (solo or group),5,Yes,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,5.0
161,Parotid_R,0.8095069424766222,9.261121507788959,3847,0.382269235950357,0.8665221918896016,0,0.5063622715724334,0,Non-expert,US,Unchecked,Checked,Checked,Checked,Twitter,,Radiation Oncologist/Clinical Oncologist,,2017.0,Male,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Yes,Private practice (solo or group),5,Yes,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,5.0
165,GTVp,0.7991465266094949,3.90625,3292,0.6777815112509813,0.7837435050549805,1,0.6770140029502919,1,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2019.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,3.0
165,GTVn,0.8943818341782228,2.9296875,2133,0.5741464303348999,0.9043813196737924,0,0.6328739995543557,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2019.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,3.0
165,CTV2,0.4439087576017037,188.69846490297232,47432,0.652510510107748,0.7026643183859858,0,0.821453993917562,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2019.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,3.0
165,Brainstem,0.8575884052653304,2.7621358640099514,2331,0.8245400355638826,0.8141588565779211,1,0.7395818052266327,1,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2019.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,3.0
165,Glnd_Submand_L,0.9047902056341376,1.3810679320049757,654,0.7369769840353868,0.8542252062645656,1,0.6414836973828517,1,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2019.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,3.0
165,Glnd_Submand_R,0.7485227841762644,4.8828125,1344,0.7064028815560848,0.7965593609563786,0,0.7779116993555693,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2019.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,3.0
165,Larynx,0.5346676197283774,11.153232369369709,6106,0.33317128069424695,0.5956925237635646,0,0.6418820582480957,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2019.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,3.0
165,Musc_Constrict,0.6093298778230285,8.7890625,7251,0.7767078476821517,0.5707381067458399,1,0.75113838433223,1,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2019.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,3.0
165,Parotid_L,0.7262693156732892,18.341149530857688,4263,0.2870933669006523,0.8547487240607499,0,0.505591035870258,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2019.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,3.0
165,Parotid_R,0.7384974229712953,23.241818536987374,4182,0.3144478930859758,0.8665221918896016,0,0.5063622715724334,0,Non-expert,Non-US,Unchecked,Unchecked,Checked,Unchecked,eContour website announcement,,Radiation Oncologist/Clinical Oncologist,,2019.0,Female,Checked,Unchecked,Unchecked,Unchecked,Unchecked,No,Academic/university,1,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,3.0
17,GTVp,0.7312705916057871,14.075675251619813,3232,0.5087296981142464,0.7837435050549805,0,0.6770140029502919,0,Non-expert,Non-US,Unchecked,Checked,Checked,Checked,eContour website announcement,,Other,,2020.0,Female,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Yes,Academic/university,20,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,2.0
17,GTVn,0.3313173945492447,40.910800572900364,4507,0.0019213554640094808,0.9043813196737924,0,0.6328739995543557,0,Non-expert,Non-US,Unchecked,Checked,Checked,Checked,eContour website announcement,,Other,,2020.0,Female,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Yes,Academic/university,20,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,2.0
17,CTV2,0.06071087243435125,231.05159998993764,52043,0.20745751160989426,0.7026643183859858,0,0.821453993917562,0,Non-expert,Non-US,Unchecked,Checked,Checked,Checked,eContour website announcement,,Other,,2020.0,Female,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Yes,Academic/university,20,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,2.0
17,Brainstem,0.7461472443001604,7.8125,2526,0.6220628150113502,0.8141588565779211,0,0.7395818052266327,0,Non-expert,Non-US,Unchecked,Checked,Checked,Checked,eContour website announcement,,Other,,2020.0,Female,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Yes,Academic/university,20,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,2.0
17,Glnd_Submand_L,0.001564945226917058,17.725004407615813,2013,0.036192426093985555,0.8542252062645656,0,0.6414836973828517,0,Non-expert,Non-US,Unchecked,Checked,Checked,Checked,eContour website announcement,,Other,,2020.0,Female,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Yes,Academic/university,20,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,2.0
17,Larynx,0.6544583175684198,6.8359375,5546,0.4550578536093069,0.5956925237635646,1,0.6418820582480957,0,Non-expert,Non-US,Unchecked,Checked,Checked,Checked,eContour website announcement,,Other,,2020.0,Female,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Yes,Academic/university,20,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,2.0
